query_id,consensus_law,style,query_text,gold_label_mentioned,any_law_mentioned,mentioned_laws
AlVG_T029_authority_v02,AlVG,authority,Nebenverdienst und Anrechnung - Kosten/Gebühren: Zuständigkeit Bezirkshauptmannschaft vs Gericht - und welche Frist? (gemäß AlVG),True,True,AlVG
MRG_T021_nl_short_v03,MRG,nl_short,Was kann ich bei Betriebskostenabrechnung: unplausible Positionen - Fristen tun?,False,False,
BAO_T021_authority_v02,BAO,authority,Abgabenbescheid: Vorlageantrag: Nachweise/Beweise - Säumniszuschlag: Zuständigkeit Finanzamt vs Gericht - und welche Frist?,False,False,
WaffG_T024_procedural_v02,WaffG,procedural,Bei Verlässlichkeit und Eignung - Kosten/Gebühren: Welche Rechtsmittel gibt es und hat eine Beschwerde aufschiebende Wirkung?,False,False,
WEG_T032_procedural_v02,WEG,procedural,"Welche Formvorschriften gelten bei Beschluss der Eigentümergemeinschaft zu Fassadensanierung: Kosten/Gebühren (schriftlich, Frist, Begründung)?",False,False,
VbVG_T039_nl_long_v01,VbVG,nl_long,"Sachverhalt (Wien, vor einem Monat): Nachweise/Beweise zu Verbandsverantwortlichkeit bei Straftaten von Mitarbeiter:innen. Beteiligte: Arbeitgeber:in vs Werkstatt. Betrag: 950 EUR. Belege: Angebot. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen? - VbVG",True,True,VbVG
KartG_T013_fragment_v03,KartG,fragment,Frage zu Missbrauch marktbeherrschender Stellung: Form/Antrag beschwerde,False,False,
AsylG_T021_keyword_v02,AsylG,keyword,rechtsberatung verjährung wels 150eur chat protokoll vor 2 wochen bundesverwaltungsgericht bescheid frist unter Bezug auf AsylG,True,True,AsylG
ECG_T022_authority_v03,ECG,authority,Kosten/Gebühren zu E-Commerce: Informationspflichten bei Blog: Wie bringe ich das bei VwGH ein (Form/Frist)?,False,False,
MSchG_T054_nl_short_v03,MSchG,nl_short,Welche Rechte/Pflichten habe ich bei Mutterschutzfrist vor/nach Geburt und Entgeltfortzahlung: Rechtsmittel?,False,False,
WRG_T009_scenario_v01,WRG,scenario,Sachverhalt: Ich bin Kund:in in Feldkirch. im September 2024 gab es mit Behörde ein Problem: Frage zu Einleitung von Abwasser in Gewässer: Durchsetzung. Betrag: 7900 EUR. Kommunikation via Einschreiben. Frage: Welche Regelungen sind einschlägig?,False,False,
EStG_T017_procedural_v01,EStG,procedural,Arbeitnehmerveranlagung: Werbungskosten geltend machen: Durchsetzung (Familienbonus): Zuständigkeit und Verfahrensschritte (Antrag/Bescheid/Beschwerde).,False,False,
MRG_T019_fragment_v03,MRG,fragment,Kaution und Rückzahlung nach Auszug - Fristen - Betriebskosten Steyr,False,False,
StVO_T020_fragment_v02,StVO,fragment,Pflichten im Straßenverkehr bei Rotlichtverstoß in 30er-Zone und Ausnahmen - Zustellung Landesgericht,False,False,
ABGB_T037_keyword_v01,ABGB,keyword,gewährleistung software abo wegen verstecktem mangel wiener neustadt 950eur hotline zeug nachweis kosten unter Bezug auf ABGB,True,True,ABGB
ECG_T057_nl_long_v03,ECG,nl_long,"Kurzfall: Durchsetzung zu Haftung für Nutzerkommentare auf Social-Media-Seite - Beschuldigte:r (Innsbruck) vs Vermieter:in. Kontakt über Einschreiben. Es geht um 80 EUR. Thema: Spam. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
FSG_T053_nl_long_v01,FSG,nl_long,Ich bin Beschuldigte:r in Wien. kurz vor Jahresende 2025 gab es mit Behörde ein Problem: Nachweise/Beweise zu Sofortmaßnahmen der Behörde. Belege: Bescheid. Unklar ist die Zuständigkeit (Bezirksgericht oder Gericht). (Probezeit) Welche Rechtslage gilt und welche Schritte sind sinnvoll?,False,False,
EStG_T036_keyword_v03,EStG,keyword,steuererklärung frist elektronische abgabe kosten gebühren linz 3100eur online portal gutachten frist zuständigkeit - EStG,True,True,EStG
ElWOG_T047_procedural_v01,ElWOG,procedural,"E-Control: Frage zu Lieferantenwechsel Strom: Fristen: Haftung: Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
AktG_T047_fragment_v02,AktG,fragment,Hauptversammlung: Stimmrechtsvertretung: Kosten/Gebühren zuständig,False,False,
VbVG_T029_scenario_v03,VbVG,scenario,Kurzfall: Fristen zu Verbandsverantwortlichkeit bei Straftaten von Mitarbeiter:innen - Aktionär:in (Salzburg) vs Gemeinde. Kontakt über Brief. Welche Fristen und welches Verfahren sind zu beachten? - bitte mit Hinweis zu Fristen und Zuständigkeit.,False,False,
MeldeG_T037_fragment_v01,MeldeG,fragment,Wohnsitzmeldung bei WG/Untermiete - Ausnahmen Dornbirn,False,False,
SPG_T004_keyword_v02,SPG,keyword,waffenverbot abnahme haftung wien 19900eur mail bescheid gestern bezirkshauptmannschaft frist zuständigkeit unter Bezug auf SPG,True,True,SPG
AVRAG_T010_nl_long_v03,AVRAG,nl_long,Ich bin Kund:in in Amstetten. vor 2 Wochen gab es mit Versicherung ein Problem: Frage zu Betriebsübergang: Übergang von Arbeitsverhältnissen: Verjährung. Betrag: 380 EUR. Nachweis: Bescheid. Es liegt ein Schreiben/Bescheid von Bezirkshauptmannschaft vor. Welche Rechtslage gilt und welche Schritte sind sinnvoll? (gemäß AVRAG),True,True,AVRAG
BAO_T045_nl_long_v01,BAO,nl_long,Ich bin Lenker:in in Feldkirch. vor 2 Wochen gab es mit Arbeitgeber:in ein Problem: Nachforderung/Säumniszuschlag und Zahlungserleichterung: Zuständigkeit. Betrag: 3100 EUR. Kommunikation via E-Mail. Unklar ist die Zuständigkeit (Bundesfinanzgericht oder Gericht). Thema: Säumniszuschlag. Welche Rechtslage gilt und welche Schritte sind sinnvoll?,False,False,
KAKuG_T007_scenario_v03,KAKuG,scenario,Sachverhalt: heute in Wels: Aufnahme in die Krankenanstalt: Verjährung. Dokumentiert durch Mahnung. Stichwort: Kostenersatz. Frage: Welche Rechte und Pflichten bestehen?,False,False,
KJBG_T040_fragment_v01,KJBG,fragment,Frage zu Praktikum/Ferialjob: Bewilligungspflicht: Zuständigkeit beschwerde,False,False,
ECG_T059_nl_short_v02,ECG,nl_short,Fristen zu Spam/Newsletter: Einwilligung und Abmeldung bei Online-Shop: was sind die Voraussetzungen?,False,False,
KAKuG_T030_nl_long_v02,KAKuG,nl_long,"im Frühjahr 2026 in Spittal an der Drau: Beschwerde über Spitalsbehandlung: Voraussetzungen. Nachweis: Kontoauszug. Es liegt ein Schreiben/Bescheid von Krankenanstalt vor. Wie gehe ich praktisch vor (Frist, Zuständigkeit, Beweise, Kosten)?",False,False,
BEinstG_T056_procedural_v03,BEinstG,procedural,"Wie läuft das Verfahren bei Zuständigkeit Sozialministeriumservice - Zuständigkeit ab (Frist, Antrag, Nachweise, Kosten)?",False,False,
EStG_T013_nl_long_v02,EStG,nl_long,"im November 2025 in Dornbirn: Betriebsausgaben bei Selbständigkeit: Form/Antrag. Dokumentiert durch Lieferschein. Es liegt ein Schreiben/Bescheid von Bundesfinanzgericht vor. Wie gehe ich praktisch vor (Frist, Zuständigkeit, Beweise, Kosten)?",False,False,
UrlG_T036_authority_v03,UrlG,authority,Bei Urlaub bei Karenz: Voraussetzungen - Urlaubsanspruch: Muss ich zu VwGH oder zum Gericht? - UrlG,True,True,UrlG
NoVAG_T012_scenario_v01,NoVAG,scenario,"Sachverhalt (Wiener Neustadt, heute): Sanktionen zu Strafen bei falscher NoVA-Angabe. Beteiligte: Konsument:in vs Versicherung. Betrag: 12500 EUR. Nachweis: Gutachten. Welche Fristen und welches Verfahren sind zu beachten? - bitte mit Hinweis zu Fristen und Zuständigkeit. - NoVAG",True,True,NoVAG
ABGB_T022_procedural_v02,ABGB,procedural,Ausnahmen zu Rückforderung einer irrtümlichen Teilzahlung: Zuständigkeit und Verfahrensschritte (Antrag/Bescheid/Beschwerde).,False,False,
AÜG_T038_nl_long_v01,AÜG,nl_long,Ich bin Unternehmer:in in Krems. vor 6 Monaten gab es mit Vermieter:in ein Problem: Sanktionen und Verwaltungsstrafen - Durchsetzung. Es geht um 19900 EUR. Unklar ist die Zuständigkeit (Magistrat oder Gericht). Welche Rechtslage gilt und welche Schritte sind sinnvoll?,False,False,
MRG_T044_nl_short_v02,MRG,nl_short,Erhaltungsarbeiten: Lift - Form/Antrag - brauche ich einen Antrag/Nachweis?,False,False,
ElWOG_T018_keyword_v03,ElWOG,keyword,frage einspeisung photovoltaik netz form antrag steyr 80eur hotline fotos november bescheid frist,False,False,
EO_T033_nl_short_v01,EO,nl_short,Welche Sanktionen drohen bei Durchsetzung zu Lohnpfändung/Exekution auf Arbeitseinkommen (Lohnpfändung)?,False,False,
AÜG_T004_fragment_v03,AÜG,fragment,Beschwerde bei Verstößen - Ausnahmen - Arbeitskräfteüberlassung 3100eur,False,False,
PatG_T049_nl_short_v01,PatG,nl_short,Jahresgebühren und Aufrechterhaltung: Rechtsmittel - brauche ich einen Antrag/Nachweis?,False,False,
FSG_T041_fragment_v03,FSG,fragment,Lenkberechtigung: Aufschiebende Wirkung zu Punkte und Maßnahmenstufen frist (nach FSG),True,True,FSG
FinStrG_T034_fragment_v01,FinStrG,fragment,Selbstanzeige: Voraussetzungen und Wirkung - Zuständigkeit - Zoll St. Pölten,False,False,
WGG_T009_authority_v03,WGG,authority,Bei Finanzierungsbeitrag/Genossenschaftsanteil - Sanktionen: Muss ich zu Finanzamt oder zum Gericht?,False,False,
GewO_T018_scenario_v03,GewO,scenario,"Fall: Sachverhalt (Bregenz, im Februar 2026): Gewerbe in Wohnung/Homeoffice: Zulässigkeit - Verjährung. Beteiligte: Arbeitgeber:in vs Bank. Belege: E-Mail-Korrespondenz. Welche Rechte und Pflichten bestehen?",False,False,
KSchG_T007_scenario_v02,KSchG,scenario,Sachverhalt: Kurzfall: Frage zu Gewaehrleistung/Schadenersatz bei mangelhafter Fitnessvertrag: Form/Antrag - Geschaeftsfuehrer:in (Graz) vs Behoerde. Kontakt ueber Brief. Betrag: 450 EUR. Frage: Welche Fristen und welches Verfahren sind zu beachten?,False,False,
ABGB_T011_authority_v01,ABGB,authority,Besitzstörung: Gewährleistung bei Waschmaschine wegen fehlender zugesicherter Eigenschaft: Wie bringe ich das bei VfGH ein (Form/Frist)?,False,False,
VStG_T029_scenario_v02,VStG,scenario,Fall: im Jänner 2026 in Dornbirn: Frage zu Organstrafverfügung: Akteneinsicht: Zuständigkeit. Belege: Angebot. Unklar ist die Zuständigkeit (Magistrat oder Gericht). Stichwort: Geldstrafe. Welche Fristen und welches Verfahren sind zu beachten?,False,False,
KSchG_T024_nl_long_v03,KSchG,nl_long,vor 18 Monaten in Schwechat: Frage zu Unfaire AGB-Klausel in Umzug (Konsument:in vs Unternehmen): Zuständigkeit. Dokumentiert durch Rechnung. Stichwort: Schadenersatz. Welche Rechtslage gilt und welche Schritte sind sinnvoll? (gemäß KSchG),True,True,KSchG
FinStrG_T012_procedural_v03,FinStrG,procedural,Zollvergehen und Einfuhrabgaben - Kosten/Gebühren (Finanzstrafverfahren): Zuständigkeit und Verfahrensschritte (Antrag/Bescheid/Beschwerde).,False,False,
WRG_T025_procedural_v03,WRG,procedural,"Frage zu Hochwasserschutz und Maßnahmen: Form/Antrag (Wasserrecht): Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
ZPO_T034_scenario_v02,ZPO,scenario,Kurzfall: Zivilprozess: Klage wegen Gewährleistung und Beweisantrag: Nachweise/Beweise - Opfer (Wiener Neustadt) vs Reiseveranstalter. Es geht um 4800 EUR. Welche Fristen und welches Verfahren sind zu beachten? - bitte mit Hinweis zu Fristen und Zuständigkeit.,False,False,
WGG_T020_procedural_v02,WGG,procedural,Indexanpassung des Entgelts - Rechtsmittel: Zuständigkeit und Verfahrensschritte (Antrag/Bescheid/Beschwerde).,False,False,
EO_T014_nl_long_v03,EO,nl_long,Kurzfall: Rechtsmittel zu Fahrnisexekution in der Wohnung - Arbeitnehmer:in (Salzburg) vs Gläubiger:in. Kommunikation via Hotline. Betrag: 240 EUR. Stichwort: Exekutionstitel. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
BWG_T042_keyword_v03,BWG,keyword,sepa überweisung rückruf fristen villach 4800eur brief mail korrespondenz vor 18 verfahren beschwerde (nach BWG),True,True,BWG
KommStG_T017_fragment_v01,KommStG,fragment,Befreiungen/Erleichterungen: Zuständigkeit vor 6 Monaten,False,False,
ArbVG_T005_nl_short_v02,ArbVG,nl_short,Gibt es bei Kontrollmaßnahmen/Datenschutz im Betrieb und Überstunden Ausnahmen?,False,False,
GrEStG_T016_nl_short_v02,GrEStG,nl_short,Gibt es bei Stundung/Ratenzahlung von GrESt: Form/Antrag Ausnahmen?,False,False,
ZustG_T040_nl_long_v03,ZustG,nl_long,"Sachverhalt (Feldkirch, im Sommer 2026): Elektronische Zustellung und Zustelladresse: Haftung. Beteiligte: Lenker:in vs Behörde. Belege: Vertrag. Unklar ist die Zuständigkeit (Behörde oder Gericht). Welche Rechtslage gilt und welche Schritte sind sinnvoll?",False,False,
FPG_T024_fragment_v03,FPG,fragment,Dokumente/Reisedokumente und Beschaffung: Rechtsmittel vor 6 Monaten,False,False,
GrEStG_T047_procedural_v01,GrEStG,procedural,Grunderwerbsteuer beim Kauf einer Wohnung: Aufschiebende Wirkung: Zuständigkeit und Verfahrensschritte (Antrag/Bescheid/Beschwerde).,False,False,
KJBG_T055_fragment_v02,KJBG,fragment,Frage zu Nachtarbeit/Überstundenverbot bei unter 15 Jahren in Gastronomie: Form/Antrag - Lehrling Landesverwaltungsgericht,False,False,
VerG_T012_keyword_v01,VerG,keyword,vereinsregistereintragung voraussetzungen ried innkreis 380eur webformular mahnung jänner 2026 bezirkshauptmannschaft frist zuständigkeit,False,False,
EKHG_T060_nl_short_v01,EKHG,nl_short,Haftung nach Verkehrsunfall zwischen Bus und PKW - Haftung - Mitverschulden - brauche ich einen Antrag/Nachweis?,False,False,
WGG_T018_authority_v03,WGG,authority,Welche Stelle ist zuständig bei Wohnungszuweisung und Warteliste - Kosten/Gebühren (z.B. Finanzamt)?,False,False,
KStG_T059_keyword_v02,KStG,keyword,mindest köst fälligkeit kosten gebühren salzburg 450eur webformular fotos vor 12,False,False,
MSchG_T037_fragment_v01,MSchG,fragment,Karenz und Rückkehrrecht: Fristen: Fristen Innsbruck,False,False,
AWG_T033_nl_short_v01,AWG,nl_short,Was kann ich bei Zuständigkeit zu Abfallbilanz und Dokumentationspflicht tun?,False,False,
UG_T017_nl_short_v03,UG,nl_short,Welche Rechte/Pflichten habe ich bei Anerkennung von Prüfungen - Kosten/Gebühren? - UG,True,True,UG
BAO_T008_procedural_v03,BAO,procedural,"Nachforderung/Säumniszuschlag und Zinsen: Nachweise/Beweise - Umsatzsteuer: Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
GrEStG_T023_nl_long_v01,GrEStG,nl_long,"Sachverhalt (Schwechat, im November 2025): Anteilsvereinigung/Share Deal und GrESt: Nachweise/Beweise. Beteiligte: Fahrzeughalter:in vs Notar:in. Es geht um 1200 EUR. Dokumentiert durch Chatverlauf. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?",False,False,
SH-GG_T022_scenario_v01,SH-GG,scenario,Kurzfall: Haushaltsgemeinschaft und Leistungshöhe: Mitwirkungspflichten - Vermieter:in (Klagenfurt) vs Online-Shop. Kommunikation via Einschreiben. Es geht um 380 EUR. Welche Rechtsfolgen drohen bei Verstoß? - bitte mit Hinweis zu Frisetn und Zuständigkeit.,False,False,
AWG_T034_nl_short_v01,AWG,nl_short,Welche Kosten/Risiken gibt es bei Durchsetzung zu Illegale Ablagerung und Verwaltungsstrafe?,False,False,
NoVAG_T005_scenario_v03,NoVAG,scenario,"Sachverhalt (Linz, im Sommer 2026): Form/Antrag zu NoVA bei Neuwagenkauf in Österreich. Beteiligte: Arbeitnehmer:in vs Finanzamt. Betrag: 950 EUR. Belege: Chatverlauf. Unklar ist die Zuständigkeit (Finanzamt oder Gericht). Welche Ansprüche kann ich geltend machen? - bitte mit Hinweis zu Fristen und Zuständigkeit. - NoVAG",True,True,NoVAG
VStG_T031_keyword_v01,VStG,keyword,frage verwaltungsstrafe wegen alkohol steuer fristen durchsetzung innsbruck 2300eur hotline lieferschein frist zuständigkeit,False,False,
ArbVG_T016_authority_v01,ArbVG,authority,Bei Betriebsvereinbarung zu Überstunden - Voraussetzungen: Muss ich zu VfGH oder zum Gericht?,False,False,
BAO_T001_fragment_v02,BAO,fragment,Nachforderung/Säumniszuschlag und Ratenplan: Voraussetzungen frist,False,False,
KFG_T047_keyword_v01,KFG,keyword,lenkerauskunft fristen kosten gebühren krems 1750eur mail agb auszug jänner 2026,False,False,
VStG_T026_nl_long_v03,VStG,nl_long,"vor 18 Monaten in Graz: Frage zu Organstrafverfügung: Zuständigkeit: Nachweise/Beweise. Dokumentiert durch AGB-Auszug. Es liegt ein Schreiben/Bescheid von Magistrat vor. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
BAO_T030_authority_v02,BAO,authority,Nachforderung/Säumniszuschlag und Ratenplan: Nachweise/Beweise: Wie bringe ich das bei Finanzamt ein (Form/Frist)?,False,False,
IO_T036_scenario_v03,IO,scenario,Sachverhalt: Kurzfall: Frage zu Behandlung gesicherter Forderungen: Aufschiebende Wirkung - Aktionär:in (Feldkirch) vs Insolvenzverwalter:in. Kontakt über Online-Portal. Frage: Welche Fristen und welches Verfahren sind zu beachten?,False,False,
VwGG_T016_procedural_v03,VwGG,procedural,"Wie läuft das Verfahren bei Voraussetzungen zu Entscheidungsformen des VwGH (Zulässigkeit) ab (Frist, Antrag, Nachweise, Kosten)? (gemäß VwGG)",True,True,VwGG
TKG_T007_keyword_v01,TKG,keyword,frage störung leistungsausfall festnetzvertrag sperre entsperre zustellung pölten 5200eur online portal frist zuständigkeit,False,False,
VerG_T026_fragment_v02,VerG,fragment,Vorstand: Bestellung und Haftung: Rechtsmittel vor 2 Wochen,False,False,
WEG_T034_nl_short_v03,WEG,nl_short,Gibt es bei Anfechtung eines WEG-Beschlusses wegen grober Benachteiligung: Form/Antrag Ausnahmen?,True,True,WEG
VfGG_T005_fragment_v03,VfGG,fragment,Frage zu Individualantrag auf Gesetzesprüfung: Sanktionen zuständig,False,False,
MSchG_T028_nl_long_v01,MSchG,nl_long,im Februar 2026 in Wels: Mutterschutzfrist vor/nach Geburt und Arbeitsplatzanpassung: Voraussetzungen. Belege: E-Mail-Korrespondenz. Es liegt ein Schreiben/Bescheid von VfGH vor. (Klassen) Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
WGG_T006_nl_short_v02,WGG,nl_short,Was kann ich bei Indexanpassung des Entgelts - Aufschiebende Wirkung tun,False,False,
AÜG_T035_keyword_v02,AÜG,keyword,schutzvorschriften leiharbeitnehmer innen fristen innsbruck 1200eur chat rechnung november 2025 landesgericht verfahren beschwerde,False,False,
AlVG_T008_fragment_v03,AlVG,fragment,Meldepflicht beim AMS und Termine - Fristen (AMS) Wiener Neustadt,False,False,
AußStrG_T003_scenario_v03,AußStrG,scenario,"Sachverhalt (Leoben, Anfang Dezember 2025): Genehmigung von Rechtsgeschäften Minderjähriger: Durchsetzung. Beteiligte: Vermieter:in vs Reiseveranstalter. Es geht um 80 EUR. Dokumentiert durch Lieferschein. Unklar ist die Zuständigkeit (Landesgericht oder Gericht). Welche Regelungen sind einschlägig? - bitte mit Hinweis zu Fristen und Zuständigkeit.",False,False,
GrEStG_T051_keyword_v02,GrEStG,keyword,grunderwerbsteuer schenkung erbschaft haftung villach 4800eur mail mail korrespondenz anfang dezember frist zuständigkeit - GrEStG,True,True,GrEStG
AWG_T013_procedural_v03,AWG,procedural,"Welche Formvorschriften gelten bei Verjährung zu Deponie und Genehmigung (schriftlich, Frist, Begründung)?",False,False,
WGG_T032_scenario_v03,WGG,scenario,Fall: Ich bin Patient:in in Ried im Innkreis. vor 3 Tagen gab es mit Vermieter:in ein Problem: Indexanpassung des Entgelts - Verjährung. Betrag: 5200 EUR. Kommunikation via Chat. Nachweis: Angebot. Welche Ansprüche kann ich geltend machen?,False,False,
ElWOG_T017_authority_v02,ElWOG,authority,Frage zu Einspeisung Photovoltaik und Netz: Sanktionen: Zuständigkeit E-Control vs Gericht - und welche Frist? (nach ElWOG),True,True,ElWOG
StGB_T056_fragment_v03,StGB,fragment,Sachbeschädigung an Heizgerät - Haftung Finanzamt - StGB,True,True,StGB
UG_T013_nl_short_v01,UG,nl_short,Was kann ich bei Plagiat und Konsequenzen - Rechtsmittel tun?,False,False,
ZustG_T045_nl_short_v03,ZustG,nl_short,Ersatzzustellung an Haushaltsangehörige: Zuständigkeit - elektronische Zustellung: Behörde oder Gericht?,False,False,
KAKuG_T007_nl_long_v03,KAKuG,nl_long,heute in Wels: Aufnahme in die Krankenanstalt: Verjährung. Dokumentiert durch Mahnung. Stichwort: Kostenersatz. Welche Rechtslage gilt und welche Schritte sind sinnvoll? unter Bezug auf KAKuG,True,True,KAKuG
KBGG_T021_authority_v01,KBGG,authority,Bei Voraussetzungen zu Partnerschaftsbonus und Antragsweg: Muss ich zu VwGH oder zum Gericht? (gemäß KBGG),True,True,KBGG
GrEStG_T032_nl_short_v01,GrEStG,nl_short,GrESt bei Übergabe im Rahmen Scheidung: Nachweise/Beweise (Schenkung) - was gilt?,False,False,
DSG_T042_procedural_v02,DSG,procedural,"Welche Formvorschriften gelten bei Rechtsgrundlage für Verarbeitung (Einwilligung/Vertrag) bei Gemeinde: Form/Antrag (Datenverarbeitung) (schriftlich, Frist, Begründung)?",False,False,
AlVG_T029_authority_v01,AlVG,authority,Bei Nebenverdienst und Anrechnung - Kosten/Gebühren: Muss ich zu Bezirkshauptmannschaft oder zum Gericht?,False,False,
SMG_T005_nl_long_v02,SMG,nl_long,"Kurzfall: Mengenbegriffe und Qualifikation - Haftung - Aktionär:in (Dornbirn) vs Online-Shop. Kontakt über Webformular. Es geht um 5200 EUR. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
AWG_T043_fragment_v02,AWG,fragment,Zustellung zu Deponie und Genehmigung frist,False,False,
VStG_T045_authority_v02,VStG,authority,Bei Frage zu Organstrafverfügung: Zahlungsfrist: Voraussetzungen - Verwaltungsstrafverfahren: Muss ich zu Magistrat oder zum Gericht?,False,False,
GSVG_T035_scenario_v01,GSVG,scenario,Kurzfall: Frage zu Selbstversicherung und freiwillige Weiterversicherung: Rechtsmittel - Vermieter:in (Schwechat) vs Bank. Kontakt über Brief. Betrag: 1750 EUR. Welche Regelungen sind einschlägig? - bitte mit Hinweis zu Fristen und Zuständigkeit. unter Bezug auf GSVG,True,True,GSVG
AÜG_T010_nl_short_v01,AÜG,nl_short,Überlassungsvertrag und Informationspflicht - Zustellung: was sind die Voraussetzungen?,False,False,
VersVG_T006_nl_long_v01,VersVG,nl_long,"Sachverhalt (St. Pölten, vor 18 Monaten): Obliegenheiten im Schadensfall - Fristen. Beteiligte: Arbeitnehmer:in vs Behörde. Wie gehe ich praktisch vor (Frist, Zuständigkeit, Beweise, Kosten)?",False,False,
EStG_T020_authority_v03,EStG,authority,Welche Stelle ist zuständig bei Sachbezug bei Dienstwagen: Zuständigkeit (z.B. Bundesfinanzgericht)?,False,False,
StbG_T015_fragment_v01,StbG,fragment,Doppelstaatsbürgerschaft: Frage zu Einbürgerung: Mindestaufenthalt und Voraussetzungen: Nachweise/Beweise Spittal an der Drau,False,False,
PSG_T001_authority_v01,PSG,authority,Steuerliche Aspekte (Abgrenzung) (Stiftungszweck): Wie bringe ich das bei Finanzamt ein (Form/Frist)?,False,False,
TKG_T030_scenario_v02,TKG,scenario,Kontext: Kurzfall: Frage zu Rufnummernmitnahme und Sperre/Entsperre: Nachweise/Beweise - Vermieter:in (Wien) vs Telekom-Anbieter. Welche Rechtsfolgen drohen bei Verstoß? (Frist/Zuständigkeit/Nachweis),False,False,
KStG_T055_nl_long_v03,KStG,nl_long,vor einem Monat in Wiener Neustadt: Abgrenzung Betriebsausgabe/Privatentnahme: Verjährung. Dokumentiert durch Rechnung. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
GSVG_T010_nl_short_v02,GSVG,nl_short,Gibt es bei Frage zu Pensionsversicherung: Beitragszeiten: Aufschiebende Wirkung - Pflichtversicherung Ausnahmen?,False,False,
VbVG_T033_procedural_v02,VbVG,procedural,"Welche Formvorschriften gelten bei Ausnahmen zu Zurechnung: Entscheidungsträger vs. Mitarbeiter:innen (schriftlich, Frist, Begründung)?",False,False,
UrhG_T008_nl_short_v02,UrhG,nl_short,Abmahnung wegen Urheberrechtsverletzung: Ausnahmen (Plagiat): Behörde oder Gericht?,False,False,
AktG_T040_nl_short_v03,AktG,nl_short,Aufsichtsrat: Interessenkonflikt: Form/Antrag - Aktionärsrechte - brauche ich einen Antrag/Nachweis?,False,False,
KStG_T056_nl_short_v03,KStG,nl_short,Welche Kosten/Risiken gibt es bei Abzugsfähigkeit von Betriebsausgaben: Verjährung?,False,False,
ECG_T058_fragment_v03,ECG,fragment,Kosten/Gebühren zu Spam/Newsletter: Einwilligung und Abmeldung bei Blog frist,False,False,
UG_T028_procedural_v01,UG,procedural,Bei Studienbeitrag: Befreiung/Ermäßigung - Fristen: Welche Rechtsmittel gibt es und hat eine Beschwerde aufschiebende Wirkung?,False,False,
MRG_T007_nl_long_v03,MRG,nl_long,im Jänner 2026 in Linz: Kündigung durch Vermieter: Scheinmiete - Voraussetzungen. Nachweis: Zeug:innen. Es liegt ein Schreiben/Bescheid von Magistrat vor. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
FinStrG_T012_nl_long_v02,FinStrG,nl_long,"Kurzfall: Zollvergehen und Einfuhrabgaben - Kosten/Gebühren - Kund:in (Dornbirn) vs Finanzamt. Kommunikation via Hotline. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
KJBG_T057_keyword_v01,KJBG,keyword,frage nachtarbeit überstundenverbot 16 17 jahren eventbranche nachweise beweise leoben 590eur nachweis kosten,False,False,
PSG_T012_fragment_v01,PSG,fragment,Stiftungszweck ändern: Durchsetzung (Privatstiftung) Finanzamt (nach PSG),True,True,PSG
GrEStG_T031_fragment_v02,GrEStG,fragment,GrESt bei Übergabe im Rahmen Scheidung: Haftung frist,False,False,
UrlG_T010_procedural_v01,UrlG,procedural,"Übertrag von Resturlaub: Voraussetzungen: Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
AVG_T021_nl_long_v01,AVG,nl_long,"Sachverhalt (Graz, im Frühjahr 2026): Verwaltungsverfahren: Parteiengehör bei Baubescheid - Sanktionen. Beteiligte: Lenker:in vs Bank. Es geht um 1200 EUR. (Säumnis) Es liegt ein Schreiben/Bescheid von VfGH vor. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
MeldeG_T040_nl_short_v02,MeldeG,nl_short,Gibt es bei Strafe bei verspäteter Meldung - Voraussetzungen (Anmeldung) Ausnahmen?,False,False,
GmbHG_T017_keyword_v02,GmbHG,keyword,bestellung abberufung geschäftsführer verbotene einlagenrückgewähr nachweise beweise graz 5200eur webformular protokoll bescheid frist,False,False,
AktG_T017_scenario_v01,AktG,scenario,Sachverhalt: Kurzfall: Anfechtung eines HV-Beschlusses wegen unzutreffender Information: Form/Antrag - Arbeitgeber:in (Schwechat) vs Arbeitgeber:in. Kontakt über Brief. Frage: Welche Rechte und Pflichten bestehen?,False,False,
